1.322	5	25	15138834	1681401445	1	84cf3842	1294448161233880000 	假 面 骑 士 推 骑
1.086	1	25	16777215	1681407535	6	716d1901	1294499249241020000 	有刀快跑
1.382	5	25	6830715	1681448437	1	70a34d2d	1294842353743530000 	暮光闪闪！！！
1.242	5	25	15138834	1681453222	1	6fa2f4f8	1294882495061710000 	Ayase 这是怎么了，吃炫迈了？
1.059	1	25	16777215	1681466479	1	81320436	1294993707619270000 	高桥李依配得超神！我都看哭了
1.854	1	25	16777215	1681468925	1	18728efa	1295014223034000000 	发卡？？？
1.922	1	25	16777215	1681474484	1	cad99eb7	1295060857629250000 	4000人同时看！好厉害！！
1.939	1	25	16777215	1681476698	1	93d84279	1295079424454280000 	神曲
1.242	5	25	16707842	1681483010	1	5ce9ea3e	1295132377315690000 	治  愈  番
1.319	1	25	16777215	1681483478	1	dfd80704	1295136299879260000 	身藏秘密，他人看来只觉神秘
1.241	1	25	16777215	1681485789	1	4f5bd7d6	1295155684660220000 	堂堂复活
1.214	5	25	15138834	1681494238	1	c01b7386	1295226560621700000 	省流：别省，这个值得你用流量听完
1.581	1	25	16777215	1681500604	1	6b500943	1295279963255540000 	说句客观的，李依李唱不来这首
1.766	1	25	16777215	1681518533	4	5ee246d0	1295430363715620000 	有转生设定的话，结局希望三人能够团结
1.102	1	25	15138834	1681519304	1	9ef38335	1295436830803510000 	我的推子收藏夹只剩这一个了，哭泣
1.002	5	25	16707842	1681520528	1	81199d21	1295447103476280000 	没了的是搬运的，这是官方的别那么难过
1.745	1	25	16777215	1681529419	1	52fbc82a	1295521687940850000 	mikula你真的。。
1.257	1	25	16777215	1681531138	1	2055e54b	1295536101985300000 	除了這個都被阿B 砍光了
1.049	1	25	16777215	1681535517	1	6381d0f5	1295572837645890000 	保护
1.794	5	25	16765698	1681540118	1	f42cbee	1295611436600830000 	無敵の笑顔で荒らすメディア
1.038	1	25	16777215	1681547667	1	b1341f85	1295674762244600000 	官方！
1.03	1	25	16777215	1681548616	1	89def4fd	1295682718495340000 	大龙玉
1.457	4	25	14811775	1681552132	1	b7d804ea	1295712210601300000 	露出无敌笑容来摧毁媒体
1.691	5	25	6830715	1681557399	1	f62b99bf	1295756400219190000 	YOASOBI！你！是！我！的！神！
1.922	1	25	16777215	1681564098	1	da9d8a2	1295812589204590000 	搜索栏都找不到还能有三千人同时观看真是离谱
1.243	5	25	13369971	1681564102	1	c9a1b7f7	1295812625074180000 	友谊公主捏（
1.808	4	25	16765698	1681589272	1	f42cbee	1296023769013310000 	露出无敌笑容来摧毁媒体
1.082	1	25	16777215	1681605663	1	8ca2bdee	1296161265588150000 	又要封 又舍不得流量 b站你自己觉得分裂吗
1.279	1	25	16777215	1681645524	1	24240dc7	1296495639252710000 	阿弥陀佛阿弥陀佛阿弥陀佛
1.468	1	25	14811775	1681645755	1	9b3275d3	1296497580016200000 	爱门！
2.185	1	25	16777215	1681378449	1	2403a9f2	1294255257014490000 	cool！！
2.379	1	25	16777215	1681380142	1	94ff45ed	1294269455890960000 	终于！！！！
2.579	1	25	16777215	1681382672	1	776642c0	1294290679933030000 	你终于发了
2.419	5	25	15138834	1681389630	1	2cedd21b	1294349048261640000 	刀来
2.462	1	25	16777215	1681394115	1	458a6e18	1294386668694090000 	爱抖露
2.422	5	25	16777215	1681397064	1	c339fd23	1294411413368210000 	我推好美
2.499	1	25	14811775	1681399328	1	eb0fc426	1294430404698180000 	刚看完
2.389	1	25	16777215	1681451890	1	fdddf334	1294871326905220000 	到！
2.521	1	25	16777215	1681480954	1	70bba3fc	1295115131940020000 	Ikurap
2.395	5	25	14811775	1681483833	1	abcc6503	1295139284252490000 	大家快缓存！！!
2.366	1	25	16777215	1681484035	1	e424f37d	1295140974808620000 	114.5播放量（悲
2.665	5	25	41194	1681543419	1	6f15917c	1295639121087680000 	！！！！！
2.186	1	25	16777215	1681555600	1	d8fc31ae	1295741309306450000 	无限循环
2.527	1	25	16777215	1681626930	1	b78318f5	1296339661786220000 	这番就是把人骗进来刀的，后悔中
2.366	1	25	16777215	1681629737	1	e1ab2f47	1296363212341750000 	200w恭喜！
2.86	4	25	14811775	1681638804	1	7faec3a5	1296439269241850000 	露出无敌笑容来摧毁媒体
2.428	1	25	14811775	1681645805	1	9b3275d3	1296497998557460000 	爱门！
2.518	1	25	16777215	1681646453	1	60dee1d9	1296503435507730000 	生活必需品
3.27	1	25	16777215	1681385339	7	d272a8e	1294313056955910000 	你让我好等啊！！
3.616	5	25	13369971	1681388497	1	1530b9ca	1294339542324790000 	想要知晓那不可思议的秘密
3.91	5	25	10031377	1681394656	1	85fbed35	1294391210068350000 	灰色的人
3.159	1	25	16777215	1681397177	2	8d05c5a3	1294412359452300000 	为小爱打call
3.253	1	25	16777215	1681402526	1	3460c885	1294457231164920000 	！！！出了
3.139	1	25	16777215	1681468923	1	6ac45cc	1295014206281940000 	有刀别看
3.141	1	25	16777215	1681475328	1	fdddf334	1295067932086490000 	到！
3.287	5	25	16646914	1681490955	1	ac67df5e	1295199020159270000 	表白底部字幕菌！
3.671	1	25	16777215	1681491252	1	316a4933	1295201514335610000 	啧啧啧
3.179	1	25	16777215	1681509112	1	81320436	1295351335092610000 	官方出个高桥李依版本＋1
3.06	1	25	16777215	1681522556	1	ba261133	1295464114994480000 	好耶！
3.709	1	25	16777215	1681524795	1	81d12a94	1295482892826380000 	知りたいその秘密ミステリアス身藏秘密 他人看来只觉神秘
3.283	1	25	16777215	1681544413	1	f390752e	1295647464120230000 	误伤友军
3.501	4	25	14811775	1681552183	1	b7d804ea	1295712640282580000 	身藏秘密 他人看来只觉得神秘
3.456	4	25	16777215	1681552184	1	3407eccc	1295712653150610000 	有秘密为人所求是如此神秘莫测
3.283	4	18	16777215	1681556103	1	af692c85	1295745524506300000 	身藏秘密 他人看来只觉神秘
3.307	1	25	16777215	1681583225	1	a1bb077b	1295973043243470000 	永失吾爱，举目破败
3.556	4	25	16765698	1681589305	1	f42cbee	1296024044655040000 	身藏秘密 他人看来只觉神秘
3.619	4	25	11890	1681612904	1	f5f62eed	1296222002566210000 	身藏秘密 他人看来只觉神秘。
3.988	1	25	16777215	1681617789	1	f43b2ee6	1296262982485140000 	不管是曲风还是mv的画风还有元素都很像之前スズム的作品
3.86	4	25	14811775	1681638830	1	7faec3a5	1296439486254720000 	身藏秘密他人只觉神秘
4.999	1	25	16777215	1681378740	4	405a6d5f	1294257700188180000 	官方！
4.819	1	25	16777215	1681379492	7	5708014d	1294264000972020000 	我推！
4.027	1	25	16777215	1681382721	1	38e57816	1294291091989820000 	到！
4.799	1	25	16777215	1681425553	1	47a11a6b	1294650388796370000 	終於啊ayase
4.699	1	25	16777215	1681472839	1	af061ed9	1295047056263940000 	妈妈！！！！
4.903	1	25	16777215	1681478637	1	540f1c24	1295095696550030000 	好家伙
4.834	1	25	16777215	1681532052	1	7b45e993	1295543773157460000 	保护
4.797	4	25	41194	1681532585	1	98299fac	1295548242641510000 	深藏秘密，他人看来只觉得神秘
4.882	1	25	6830715	1681534621	1	8ef6f04f	1295565320521990000 	再来亿遍！
4.125	5	25	16765698	1681540161	1	f42cbee	1295611795188550000 	身藏秘密 他人看来只觉神秘
4.842	1	25	16777215	1681563852	1	722a6ed2	1295810527586720000 	好韩
4.178	1	25	16777215	1681579853	1	23a5e33	1295944755389360000 	再来一遍
4.659	1	25	16777215	1681620782	1	74330e5b	1296288091945960000 	力推我推的孩子
5.059	1	25	16777215	1681378910	9	bd71ff88	1294259122199690000 	虽然11分钟，但好香
5.569	1	25	16646914	1681379383	1	7e3c1b08	1294263087796350000 	到！
5.586	1	25	16777215	1681387012	1	d30c1b74	1294327090082130000 	到！
5.233	1	25	15138834	1681387382	1	fd7439fc	1294330188498220000 	到！
5.671	5	25	16707842	1681395129	1	d9c3e3c4	1294395178878480000 	哪里有YB哪里就有我！
5.881	1	25	16777215	1681396508	1	fdddf334	1294406746156210000 	到！
5.659	5	25	16777215	1681402894	1	b6ed888a	1294460314447990000 	古龙的大宝玉（幻视）
5.737	1	25	16777215	1681408321	1	5af6a4ba	1294505836705620000 	到！
5.195	1	25	16777215	1681411160	1	9af9478b	1294529656695180000 	叫KOTOHA来唱
5.238	1	25	16777215	1681412578	1	30463aaf	1294541554341870000 	呜呜爱酱
5.258	1	25	16777215	1681448598	1	a55066f6	1294843707748910000 	昨天刚听完！！！！！
5.97	1	25	16777215	1681461541	1	7d8be9b1	1294952284882540000 	官方啊啊啊！
5.059	1	25	16777215	1681478835	1	7b44e672	1295097354147570000 	突然复活
5.926	1	25	16777215	1681498171	1	7695979a	1295259558025330000 	一看见爱就难受
5.671	4	25	41194	1681532498	1	98299fac	1295547514837510000 	身藏秘密，他人看来只觉得神秘
5.244	1	25	16777215	1681538982	1	50db19e6	1295601901941280000 	再来一遍
5.042	1	25	16777215	1681553442	1	e389568b	1295723203905590000 	ikura????
5.649	1	25	15138834	1681602424	1	7b9c0fa7	1296134090038360000 	我太喜欢这首曲子了！我直接一个无限循环
5.222	1	25	16777215	1681622078	1	6d3ba6d5	1296298960268310000 	每日一遍
5.699	1	25	15138834	1681625388	1	9ef38335	1296326730830760000 	45510
5.062	1	25	16777215	1681652950	1	4338327a	1296557940756470000 	十刷纪念
6.676	4	25	16777215	1681378655	1	c5d442c4	1294256980227290000 	就连冒失的模样 也都尽在她的领域
6.565	5	18	10197915	1681383785	1	4bf51f1e	1294300017670320000 	blackpink in your area
6.311	5	25	13369971	1681388512	1	1530b9ca	1294339672339930000 	连迷糊犯傻也是她独有的魅力
6.959	1	25	16777215	1681390356	1	7bc10454	1294355140219800000 	到！
6.881	5	25	41194	1681400125	1	6a5e6fe0	1294437087055280000 	ayase真的太C了
6.659	1	25	16777215	1681409696	5	3edfd7c	1294517374128500000 	手机进水听超管用！
6.033	1	25	16777215	1681428371	1	622037a5	1294674028916870000 	最后一遍（今天）
6.678	1	25	16777215	1681448614	3	a55066f6	1294843839928250000 	这画质真不错
6.311	1	25	16777215	1681453295	1	d82a58e7	1294883110147720000 	kksk
6.42	1	25	6830715	1681455433	1	ef43602a	1294901046954730000 	到！
6.778	1	25	16777215	1681471791	1	5c0e6b8b	1295038264230690000 	111
6.779	1	25	16777215	1681471813	1	5f49f11e	1295038448788380000 	双厨狂喜！！
6.839	5	25	16776960	1681478237	1	1e48131c	1295092336074140000 	下架了还行，鼠鼠又搞事了。
6.664	1	25	16777215	1681487062	1	795e591e	1295166366445370000 	可憐喔
6.845	4	25	41194	1681532621	1	98299fac	1295548544471760000 	连冒失的模样，也在她的领域
6.458	5	25	16765698	1681540214	1	f42cbee	1295612240623320000 	就连冒失的模样 也尽在她的领域
6.385	4	25	16777215	1681552226	1	3407eccc	1295713005614770000 	装作迷糊迟钝不过是她的专业领域
6.565	4	25	14811775	1681552235	1	b7d804ea	1295713074510440000 	就连冒事的模样 也都尽在她的领域
6.275	4	18	16777215	1681556121	1	af692c85	1295745679251420000 	就连冒失的模样 也都尽在她的領域
6.739	5	25	14811775	1681558601	1	cc2b960d	1295766477563140000 	我永远喜欢爱
6.306	4	25	16765698	1681589358	1	f42cbee	1296024488235890000 	就连冒失的模样 也尽在她的领域
6.299	4	25	11890	1681612921	1	f5f62eed	1296222147127290000 	就连冒失的模样 也都尽在她的领域。
6.9	4	25	14811775	1681638902	1	7faec3a5	1296440095402230000 	就连冒失的模样也都尽在她的领域
6.602	1	25	16777215	1681642893	1	6c42535d	1296473574387040000 	爱！
7.459	1	25	16777215	1681378323	11	b67f7b89	1294254201744120000 	你怎么知道我刚刚看完第一集就推送了？
7.017	1	25	16777215	1681424883	6	af72a4c0	1294644768713780000 	红眼特效！！！
7.359	1	25	16777215	1681448865	1	fdddf334	1294845950057380000 	到！
7.555	1	25	16777215	1681473360	1	f6b1b766	1295051422743960000 	是爱！！！
7.967	1	25	16777215	1681480942	1	7b5d3dfe	1295115027057170000 	大家快缓存
7.756	1	25	16777215	1681486183	1	ff7080af	1295158993513130000 	简直炸裂
7.316	1	25	16777215	1681536742	7	cf0a42e2	1295583115502160000 	这几句太好听了
8.039	1	25	16777215	1681378345	11	ef173575	1294254383181320000 	idol
8.019	1	25	16777215	1681380139	1	10f44b7c	1294269428837880000 	到！
8.718	1	25	16777215	1681388396	1	fc745588	1294338698775090000 	到！
8.861	1	25	16777215	1681396514	1	fdddf334	1294406794130730000 	到！
8.125	1	25	16777215	1681421916	7	b06255de	1294619879311440000 	这番太弔了
8.51	1	25	16777215	1681439182	1	8196a539	1294764721899210000 	到！
8.719	1	25	41194	1681453381	6	53d159ae	1294883829194200000 	我推的孩子才是四月霸权番！
8.465	1	25	16777215	1681459196	1	312b73eb	1294932614310100000 	啊啊啊啊啊啊
8.859	1	25	16707842	1681463444	1	190141a7	1294968245115630000 	我哭了！
8.018	1	25	16777215	1681533930	1	fed74439	1295559522701590000 	！！！！！卧槽
8.022	1	25	16777215	1681570176	1	6e22d246	1295863573947570000 	冲
9.811	1	25	16777215	1681378337	11	67e471ed	1294254319780170000 	来了！！！
9.835	4	25	16777215	1681378693	1	c5d442c4	1294257299707340000 	完美且撒谎的你便是
9.899	1	25	16777215	1681383058	9	a601957f	1294293921299500000 	好好好
9.194	5	25	13369971	1681388524	11	1530b9ca	1294339774773310000 	完美又谎话连篇的你
9.474	1	25	16777215	1681394611	8	181ede09	1294390835793830000 	阿妈忒拉丝 (
9.579	1	25	16777215	1681490883	5	b811bd09	1295198422823090000 	推子是不是降热度了？
9.618	1	25	16777215	1681524857	1	81d12a94	1295483413800940000 	完璧で嘘つきな君は完美且撒谎的你便是
9.789	4	25	41194	1681532639	1	98299fac	1295548691398040000 	完美且撒谎的你就是
9.909	4	25	14811775	1681552270	1	b7d804ea	1295713373446590000 	完美且撒谎的你便是
9.499	4	25	16777215	1681552273	1	3407eccc	1295713395097460000 	完美而又满是谎言的你
9.111	4	18	16777215	1681556134	1	af692c85	1295745786742730000 	完美且撒谎的你便是
9.064	1	25	16777215	1681570419	4	f87663a5	1295865617312100000 	官方加镜头
9.699	1	25	16777215	1681576923	1	9.54E+13	1295920178403520000 	开口跪
9.708	4	25	16765698	1681589386	1	f42cbee	1296024722756520000 	完美且满口谎话的你便是
9.339	4	25	11890	1681612935	1	f5f62eed	1296222266346000000 	完美且撒谎的你便是。
9.961	1	25	14811775	1681617803	2	f43b2ee6	1296263102282660000 	不管是曲风还是mv的画风还有元素都很像之前スズム的作品
9.374	5	25	13369971	1681628365	1	48bf30fd	1296351701108060000 	pv是会刀的，只有爱呜呜呜我的爱
9.648	1	25	16777215	1681644277	2	b94c95b4	1296485185461840000 	爱酱赛高！！！
9.465	1	25	16777215	1681650007	1	578f3d6d	1296533252160690000 	kksk
10.256	1	25	16777215	1681379008	9	ba70a551	1294259947764670000 	可爱
10.6	1	25	16777215	1681381245	1	cad99eb7	1294278711939550000 	好棒！！
10.841	1	25	16777215	1681389847	1	e367efb2	1294350872641400000 	到！
10.879	1	25	16777215	1681400459	8	38465a5a	1294439889194120000 	少名毘古耐
10.129	1	25	16777215	1681401290	1	fc00470b	1294446858759980000 	到！
10.301	1	25	14811775	1681401962	1	8dec0992	1294452498018850000 	到！
10.501	5	25	15138834	1681410583	1	9efb7771	1294524811141200000 	怎么这里还有hunter！
10.302	1	25	16777215	1681447571	1	9ec5365a	1294835096800610000 	到！
10.197	1	25	16777215	1681459398	1	a77f0677	1294934305294030000 	到！
10.166	1	25	16777215	1681468119	1	6a69cb85	1295007462294250000 	大刀大刀
10.533	1	25	14811775	1681470816	1	ff337feb	1295030084918460000 	来晚了
10.299	1	25	16777215	1681473265	1	4bce6540	1295050633409570000 	官方！
10.251	1	25	16777215	1681484447	1	ec89b1bd	1295144434388130000 	缓存什么啊，本家发的还能没了不成？
10.919	1	25	16777215	1681527413	1	50db8efa	1295504857070860000 	天照！
10.387	5	25	16765698	1681540246	11	f42cbee	1295612506483790000 	完美且撒谎的你正是
10.299	1	25	16777215	1681544808	1	3ae10166	1295650774600140000 	好听啊
10.942	5	25	16707842	1681576457	1	e4a0ed77	1295916262962040000 	眼睛里怎么放俩香菇？
10.594	1	25	16777215	1681607729	3	ede3db7a	1296178593558540000 	哔哩哔哩无权ban官方
10.078	1	25	16777215	1681608921	1	5062cd48	1296188598835820000 	千万恭喜！！
10.601	1	25	16777215	1681630467	1	a265fc64	1296369338315470000 	推推推
10.811	1	25	16777215	1681634488	1	fd58c020	1296403066391850000 	右边的是露比吗
10.173	4	25	14811775	1681638941	1	7faec3a5	1296440422784230000 	完美且撒谎的你便是
11.145	1	25	16777215	1681478514	1	fa48b0b	1295094658761860000 	回来了！
11.219	5	25	15138834	1681482807	1	2c5861fb	1295130670779440000 	官方唉！
11.901	1	25	16777215	1681524884	1	81d12a94	1295483645393370000 	天才的なアイドル様天才般的偶像大人
11.859	4	18	16777215	1681556153	1	af692c85	1295745947451640000 	☆天才般的偶像大人☆
11.399	5	25	16707842	1681583542	1	f06c2322	1295975700217840000 	凌晨两点半，1000多个人
11.994	4	25	16765698	1681589468	1	f42cbee	1296025409204670000 	天才般的偶像大人
12.236	5	25	13369971	1681388533	11	1530b9ca	1294339844365050000 	是天才的偶像
12.479	1	25	16777215	1681389946	1	bbc31324	1294351703290100000 	好耶好耶
12.761	1	25	16777215	1681396521	1	fdddf334	1294406854142800000 	到！
12.881	1	25	16777215	1681465380	1	db9c6648	1294984483178940000 	啊哇哇哇哇哇
12.563	5	25	14811775	1681466024	1	af9d59e5	1294989891834430000 	天才的なアイドル様。
12.992	1	25	16777215	1681468616	1	be2cb7bc	1295011629226200000 	好ado啊
12.413	1	25	16777215	1681482411	1	85f5acf4	1295127354385340000 	满满的刀子，c
12.369	1	25	16777215	1681491588	1	7cc513d	1295204332756580000 	到！
12.605	4	25	41194	1681532652	1	98299fac	1295548804979790000 	天才般的爱豆大人
12.218	1	25	16777215	1681536293	1	f377713e	1295579344076480000 	！！！！
12.849	1	25	16777215	1681536318	4	f0f717f	1295579560653690000 	爱的眼睛好好看
12.647	5	25	16765698	1681540262	1	f42cbee	1295612643939520000 	天才般的偶像大人
12.603	4	25	14811775	1681552302	1	b7d804ea	1295713641454420000 	天才般的偶像大人！！！！！！
12.512	4	25	16777215	1681552361	1	3407eccc	1295714131416360000 	就是天才般的偶像大人
12.241	1	25	16777215	1681554585	1	d981846e	1295732792697000000 	完全复活！
12.027	1	25	16777215	1681581682	5	e74938dc	1295960094269560000 	四月霸权？年度霸权好吧
12.459	4	25	11890	1681612949	1	f5f62eed	1296222382234570000 	天才般的偶像大人。
12.02	1	25	16777215	1681625339	1	273975fc	1296326315594670000 	到‘’
12.94	1	25	16777215	1681629951	1	273975fc	1296365007344340000 	到
12.099	1	25	16777215	1681633903	3	81320436	1296398162822660000 	被李依李的配音震撼到 太强了
12.18	4	25	14811775	1681638964	1	7faec3a5	1296440614832910000 	天才般的偶像大人
12.482	1	25	16777215	1681647696	1	fddaee60	1296513864326000000 	好好好
13.419	4	25	16777215	1681378714	11	c5d442c4	1294257475876460000 	天才般的偶像大人
13.079	1	25	16777215	1681408771	1	e0dd9cde	1294509611117890000 	爱！！！
13.046	1	25	16777215	1681449746	1	fdddf334	1294853338365540000 	到！
13.905	1	25	16777215	1681535908	1	5b4ce30e	1295576118379720000 	上头了，每天反复观看
13.074	1	25	16777215	1681551749	1	a2e5bf80	1295709003435190000 	天才般的偶像大人！
13.999	1	25	16777215	1681565131	1	4e1e8814	1295821259015680000 	！表白字幕菌
13.022	1	25	16777215	1681649601	1	53f28012	1296529844573940000 	好上头
14.501	1	25	16777215	1681396528	1	fdddf334	1294406912871750000 	到！
14.718	5	25	14811775	1681437338	1	5b9cddd4	1294749252199110000 	Oh my savior
14.376	5	25	15138834	1681449287	1	269f04c3	1294849490477890000 	等等是钻石神兵吧
14.991	1	25	16777215	1681451627	5	c424d868	1294869116641030000 	星野爱俘虏，出列！！
14.366	1	25	16777215	1681459300	6	34ba976e	1294933479645220000 	那一天，御宅们想起了被爱支配的恐惧
14.009	1	25	16777215	1681536303	1	f377713e	1295579432626430000 	爱抖露！！
14.639	1	25	16777215	1681553554	6	f3a8152c	1295724141432800000 	太棒啦
14.304	5	25	16646914	1681571898	1	cd18cbfe	1295878020582010000 	YMCA~
14.463	4	25	16765698	1681589517	1	f42cbee	1296025823710730000 	Oh my savior（啊 我的救世主）
14.881	4	25	11890	1681613052	1	f5f62eed	1296223247519460000 	啊 我的救世主。
14.564	1	25	16777215	1681629651	5	8717805d	1296362490040450000 	还我爱麻麻
14.9	4	25	14811775	1681639045	1	7faec3a5	1296441293890770000 	啊 我的救世主
14.226	1	25	6830715	1681650338	1	9cbff8e7	1296536028538200000 	爱！
15.877	1	25	16777215	1681378435	11	74fe5555	1294255137023680000 	好耶！
15.499	1	25	16777215	1681387424	11	b992ba0	1294330546734210000 	天才偶像大人！
15.521	5	25	16777215	1681396696	11	1c658915	1294408321193020000 	男主实在不行的话可以从隔壁骑士棚借个信号斧（狗头）
15.465	1	25	16777215	1681441889	1	6d37a331	1294787430649730000 	到！
15.279	1	25	16777215	1681452869	7	8122a432	1294879533992110000 	第一集就有一个小时
15.593	1	25	16777215	1681479909	1	4ae107e6	1295106361365170000 	吓死我了
15.76	4	25	14811775	1681552374	1	b7d804ea	1295714240476410000 	Oh my savior   啊 我的救世主
15.418	4	25	16777215	1681552388	1	3407eccc	1295714363864460000 	哦 我的救世主
15.613	1	25	14811775	1681558687	1	12eb7feb	1295767197381490000 	我的爱！！！！！！！！！！！！！！！！
16.822	5	25	16707842	1681394603	11	c4080c31	1294390765942110000 	冲yoasobi这番也追了
16.609	1	25	16777215	1681407840	2	51c80f6e	1294501806524790000 	女团味儿
16.625	1	25	16777215	1681408718	9	dc043d8a	1294509172905660000 	可爱死了
16.254	5	25	14811775	1681437343	1	5b9cddd4	1294749294427310000 	Oh my saving grace
16.478	1	25	16777215	1681452274	1	f26a048e	1294874544825460000 	到！
16.034	1	25	16777215	1681482748	1	ba28f658	1295130176430370000 	我超，龙玉
16.957	1	25	16777215	1681489630	1	1b762a17	1295187911284800000 	六
16.224	4	25	14811775	1681552428	1	b7d804ea	1295714696456270000 	Oh my savior grace 啊 我的守护天使
16.877	4	25	16777215	1681552443	1	3407eccc	1295714822880900000 	哦 我的救命恩人
16.893	1	25	14811775	1681565335	2	8fd0919f	1295822968596730000 	来了来了偶像大人！！！
16.285	5	25	16740868	1681571916	1	cd18cbfe	1295878170763000000 	YMCA~
